DEPTH,RHOB,DT,GR,FACIES
1184.55,2184.1145,500.7172,72.7599,3
1184.7001,2189.2012,501.6167,71.2506,3
1184.8501,2179.0898,502.2049,70.6538,3
1185.0,2166.6274,502.6779,70.7278,3
1185.15,2163.6011,502.4626,71.1033,3
1185.3,2157.1624,501.3825,70.9971,3
1185.4501,2157.3735,499.7692,70.669,3
1185.6001,2143.7498,497.1574,68.4309,3
1185.75,2136.1182,494.607,66.8433,3
1185.9,2137.002,492.3754,66.8433,3
1186.05,2133.8091,489.9008,66.6404,3
1186.2001,2141.4175,487.3899,66.4585,3
1186.3501,2151.7202,484.9398,66.4585,3
1186.5,2156.1218,482.6748,66.166,3
1186.65,2157.5928,480.6804,65.8421,3
1186.8,2159.8035,479.0623,65.8334,3
1186.9501,2166.9995,477.7645,65.8405,3
1187.1001,2162.8784,476.44,66.5236,3
1187.25,2154.4465,475.0033,67.5168,3
1187.4,2169.5054,473.5292,67.5764,3
1187.55,2188.8274,471.3837,67.5764,3
1187.7001,2194.8101,469.1652,67.5764,3
1187.8501,2181.2261,469.7817,67.8927,3
1188.0,2161.2756,471.3726,68.5245,3
1188.15,2157.6938,473.5775,68.5503,3
1188.3,2160.9075,475.5406,69.2594,3
1188.4501,2158.5203,477.1027,70.9352,3
1188.6001,2162.2488,478.7811,71.0969,3
1188.75,2163.0283,481.3681,71.0969,3
1188.9,2150.2373,484.1932,71.0969,3
1189.05,2144.0139,489.7699,70.9382,3
1189.2001,2132.4651,491.4667,70.3292,3
1189.3501,2136.6909,493.3259,70.3292,3
1189.5,2141.1865,494.6942,70.4273,3
1189.65,2176.0073,496.0347,71.5856,3
1189.8,2213.6438,499.3303,75.7819,3
1189.9501,2223.8269,500.94,78.8004,3
1190.1001,2194.2522,501.3849,78.8478,3
1190.25,2199.1692,501.131,79.3113,3
1190.4,2194.2266,500.7269,79.4787,3
1190.55,2193.6987,500.252,81.1634,3
1190.7001,2174.6799,499.6664,82.0402,3
1190.8501,2151.2358,499.1828,82.0408,3
1191.0,2132.4001,498.8638,82.0847,3
1191.15,2144.3999,498.5403,82.0847,3
1191.3,2191.479,497.9675,82.0847,3
1191.4501,2182.7234,496.869,85.5589,3
1191.6001,2191.936,495.5152,87.1437,3
1191.75,2209.7732,494.157,88.103,3
1191.9,2191.7664,492.9352,91.517,3
1192.05,2201.0776,492.3128,92.7713,3
1192.2001,2211.5125,492.6101,92.9703,3
1192.3501,2208.5054,493.4034,92.8842,3
1192.5,2200.2119,493.3924,91.9623,3
1192.65,2191.0068,492.8246,92.6996,3
1192.8,2196.196,491.92,92.0574,3
1192.9501,2197.2771,491.059,91.0944,3
1193.1001,2205.0618,492.4082,91.1651,3
1193.25,2199.5186,495.4636,91.2325,3
1193.4,2185.3687,496.6971,90.5056,3
1193.55,2181.824,496.3627,90.276,3
1193.7001,2193.3931,495.7202,90.276,3
1193.8501,2204.1936,495.1392,90.0506,3
1194.0,2195.491,494.5183,89.9601,3
1194.15,2196.6902,493.9127,90.3432,3
1194.3,2209.7415,493.7293,91.5817,3
1194.4501,2230.5837,493.8227,93.1011,3
1194.6001,2227.7908,493.4256,93.6424,3
1194.75,2205.8499,492.9243,94.0386,3
1194.9,2204.4155,492.812,94.2877,3
1195.05,2209.0786,493.0313,94.2877,3
1195.2001,2190.5786,493.5587,94.0574,3
1195.3501,2184.2141,493.6463,94.1066,3
1195.5,2182.366,493.1292,94.5438,3
1195.65,2179.8635,494.8953,94.8885,3
1195.8,2178.6802,497.8359,95.1222,3
1195.9501,2162.8313,500.053,95.2412,3
1196.1001,2161.4395,501.7352,95.0171,3
1196.25,2172.6001,501.771,94.5055,3
1196.4,2172.512,500.9983,93.5653,3
1196.55,2158.4741,500.9599,92.511,3
1196.7001,2143.0139,502.0888,90.6452,3
1196.8501,2151.6382,502.4236,84.4201,3
1197.0,2159.2324,500.3775,78.0737,3
1197.15,2169.009,497.9393,77.4224,3
1197.3,2186.2712,495.1112,76.7277,3
1197.4501,2189.957,492.7361,76.6734,3
1197.6001,2180.2944,493.594,76.7092,3
1197.75,2179.2102,494.9699,76.7258,3
1197.9,2174.8125,496.0899,77.4567,3
1198.05,2170.9663,496.9873,79.4122,3
1198.2001,2168.5847,499.3304,79.9865,3
1198.3501,2163.9956,502.0676,80.4772,3
1198.5,2154.4514,506.0593,81.3499,3
1198.65,2142.3811,509.4516,82.0538,3
1198.8,2151.9424,511.3072,83.3682,3
1198.9501,2166.8979,511.509,85.3009,3
1199.1001,2152.6235,511.9358,87.5666,3
1199.25,2147.0691,511.7661,87.7261,3
1199.4,2161.0317,511.0551,88.7611,3
1199.55,2192.5366,509.4001,88.7145,3
1199.7001,2187.5464,507.0801,88.2545,3
1199.8501,2213.0029,504.9734,87.5033,3
1200.0,2235.2952,502.3865,87.1135,3
1200.15,2208.489,499.6104,85.7362,3
1200.3,2200.1624,499.5216,85.7299,3
1200.4501,2169.5701,500.5314,85.5016,3
1200.6001,2138.4001,502.2589,85.5016,3
1200.75,2155.8997,502.3952,85.5016,3
1200.9,2163.104,502.9037,81.2806,3
1201.05,2163.2039,504.6804,77.5093,3
1201.2001,2147.0044,504.5669,73.934,3
1201.3501,2147.6755,503.6865,72.8887,3
1201.5,2151.9114,501.669,72.8212,3
1201.65,2154.5334,501.8806,72.8212,3
1201.8,2147.4045,503.3798,73.06,3
1201.9501,2130.3535,505.4928,75.5199,3
1202.1001,2125.6978,510.1554,76.8803,3
1202.25,2138.3083,514.9024,79.2963,3
1202.4,2145.5381,517.8249,80.0425,3
1202.55,2139.7214,517.6469,82.0723,3
1202.7001,2127.8499,516.553,82.563,3
1202.8501,2113.3604,514.866,82.563,3
1203.0,2120.2063,512.2382,78.1982,3
1203.15,2132.251,507.5097,76.1867,3
1203.3,2170.2527,501.6221,75.3322,3
1203.4501,2176.9412,493.4297,74.4294,3
1203.6001,2159.5925,484.8673,74.1585,3
1203.75,2156.9734,482.4568,74.1585,3
1203.9,2145.1792,484.2133,74.5004,3
1204.05,2130.728,487.8711,74.912,3
1204.2001,2128.0173,493.3637,75.4524,3
1204.3501,2119.5129,500.2383,75.6966,3
1204.5,2117.9524,504.9626,75.6966,3
1204.65,2123.0078,509.2288,75.7642,3
1204.8,2141.7109,514.2145,75.8145,3
1204.9501,2154.5984,518.9394,76.3368,3
1205.1001,2150.1455,522.8206,76.9858,3
1205.25,2142.6948,525.4056,77.1796,3
1205.4,2142.1064,525.0351,77.1796,3
1205.55,2147.0283,520.5754,76.4071,3
1205.7001,2147.9192,515.9087,73.4714,3
1205.8501,2159.8228,512.6513,70.799,3
1206.0,2185.6475,509.106,69.8647,3
1206.15,2201.8308,504.3743,69.09,3
1206.3,2204.6584,497.5739,68.868,3
1206.4501,2187.3083,491.3155,68.4652,3
1206.6001,2164.9568,482.4334,68.4206,3
1206.75,2167.9094,470.1766,68.8099,3
1206.9,2172.8669,463.3577,68.787,3
1207.05,2169.7207,460.23,68.2426,3
1207.2001,2163.9846,458.947,69.3314,3
1207.3501,2164.8896,457.7569,69.6036,3
1207.5,2155.6899,456.5432,70.7594,3
1207.65,2156.8848,458.5921,72.8171,3
1207.8,2137.3955,465.3298,74.4067,3
1207.9501,2131.7483,474.4944,75.0856,3
1208.1001,2145.8184,483.2089,76.0897,3
1208.25,2125.4246,489.7209,76.0897,3
1208.4,2113.1172,492.2029,75.4896,3
1208.55,2120.1213,495.274,72.3748,3
1208.7001,2125.9766,495.5511,71.0351,3
1208.8501,2139.9041,498.092,70.7044,3
1209.0,2153.0906,500.1335,69.0985,3
1209.15,2152.6584,495.5198,68.5912,3
1209.3,2142.5181,489.5549,68.5912,3
1209.4501,2155.0732,486.4047,68.8111,3
1209.6001,2183.5586,485.0452,71.9085,3
1209.75,2178.5032,485.2307,73.1472,3
1209.9,2114.6526,481.1961,73.314,3
1210.05,2097.0,479.7411,73.1414,3
1210.2001,2105.4001,480.6148,73.1414,3
1210.3501,2124.054,483.0939,72.6253,3
1210.5,2133.9744,484.2912,70.972,3
1210.65,2139.5449,481.3656,69.7125,3
1210.8,2112.5483,478.9838,69.6539,3
1210.9501,2096.52,476.201,66.7412,3
1211.1001,2087.5884,477.281,66.4888,3
1211.25,2062.4792,482.7171,66.4888,3
1211.4,2079.7424,481.1591,64.5643,3
1211.55,2106.343,478.8857,64.2845,3
1211.7001,2105.8611,476.9675,64.2845,3
1211.8501,2108.8892,473.1808,63.6331,3
1212.0,2087.7495,468.0622,61.0806,3
1212.15,2095.114,464.3838,60.5026,3
1212.3,2085.9419,463.2503,60.5026,3
1212.4501,2076.3723,466.6873,60.7668,3
1212.6001,2048.9543,465.2095,61.0393,3
1212.75,2037.1005,464.9469,61.3154,3
1212.9,2031.1903,466.9555,61.9501,3
1213.05,2039.6293,471.5451,62.7006,3
1213.2001,2066.6475,474.872,63.8188,3
1213.3501,2072.6628,474.0325,64.2347,3
1213.5,2054.2151,475.8106,64.3443,3
1213.65,2031.2832,482.0311,64.5307,3
1213.8,2035.9836,487.8414,65.1854,3
1213.9501,2063.3757,492.9648,66.9966,3
1214.1001,2076.2,496.6088,69.3154,3
1214.25,2070.4189,499.6964,70.8947,3
1214.4,2081.5476,502.8433,71.3732,3
1214.55,2103.8145,503.2309,71.5468,3
1214.7001,2120.6318,500.8267,71.5291,3
1214.8501,2126.1709,500.822,71.2742,3
1215.0,2111.4387,505.4019,70.979,3
1215.15,2102.5986,510.4048,70.3202,3
1215.3,2095.771,512.7768,69.7172,3
1215.4501,2087.6189,513.0461,69.6897,3
1215.6001,2098.0059,511.159,69.8136,3
1215.75,2109.3989,508.1356,69.7235,3
1215.9,2123.696,505.4858,69.5923,3
1216.05,2117.6548,502.739,69.0421,3
1216.2001,2103.2197,499.9309,68.0489,3
1216.3501,2108.2263,496.4633,67.9242,3
1216.5,2116.325,492.9597,67.9242,3
1216.65,2136.676,488.9127,68.1975,3
1216.8,2143.2588,482.1008,69.5007,3
1216.9501,2140.7612,475.4086,71.2867,3
1217.1001,2135.7881,473.5469,71.5244,3
1217.25,2138.5042,476.2974,71.4428,3
1217.4,2129.5815,477.9376,70.6557,3
1217.55,2121.4011,478.311,68.874,3
1217.7001,2115.9182,475.7325,68.6433,3
1217.8501,2100.9119,472.7613,67.7925,3
1218.0,2075.019,475.3342,67.1423,3
1218.15,2081.2388,479.2772,67.1423,3
1218.3,2078.248,485.0743,67.0669,3
1218.4501,2094.2725,488.1148,66.5774,3
1218.6001,2130.2905,485.6459,66.6309,3
1218.75,2148.3823,478.7172,67.0752,3
1218.9,2175.2329,472.4786,67.0752,3
1219.05,2194.4929,469.5436,67.0877,3
1219.2001,2170.5137,470.775,67.3088,3
1219.3501,2189.4456,471.7509,67.3088,3
1219.5,2180.4519,472.2168,67.304,3
1219.65,2173.1001,467.604,66.5693,3
1219.8,2195.7515,462.4775,65.4402,3
1219.9501,2206.1265,460.9353,65.4328,3
1220.1001,2218.4016,460.041,65.4328,3
1220.25,2192.4768,460.0646,63.5386,3
1220.4,2191.2778,462.2097,63.4448,3
1220.55,2189.3811,463.8686,64.2936,3
1220.7001,2184.8223,462.8563,64.3736,3
1220.8501,2155.3352,463.9178,64.3736,3
1221.0,2130.8459,465.3993,65.9978,3
1221.15,2160.7341,466.8171,67.0686,3
1221.3,2158.5347,467.9927,68.936,3
1221.4501,2162.7583,469.1053,70.1478,3
1221.6001,2182.4348,470.4779,71.481,3
1221.75,2163.9275,474.1629,74.7066,3
1221.9,2122.2888,478.1295,75.848,3
1222.05,2084.3003,484.9878,75.9537,3
1222.2001,2061.8958,488.8505,75.9537,3
1222.3501,2059.2349,491.1443,75.8748,3
1222.5,2057.2725,493.38,73.1486,3
1222.65,2072.3069,497.0979,70.0132,3
1222.8,2056.8608,502.7894,67.8679,3
1222.9501,2046.8453,502.5962,67.2746,3
1223.1001,2056.429,499.676,67.2746,3
1223.25,2074.7305,497.4145,67.5488,3
1223.4,2091.5835,497.3618,68.3709,3
1223.55,2088.7991,500.4929,69.5068,3
1223.7001,2084.2769,497.7465,71.0438,3
1223.8501,2101.502,492.7015,71.8247,3
1224.0,2109.1108,488.324,72.0357,3
1224.15,2135.6443,484.3477,72.5434,3
1224.3,2165.9185,483.7707,72.9148,3
1224.4501,2164.1526,485.084,73.4352,3
1224.6001,2142.2,486.2456,74.2957,3
1224.75,2116.6675,487.5904,74.3391,3
1224.9,2113.667,489.6564,73.8987,3
1225.05,2132.9478,493.068,73.376,3
1225.2001,2145.7644,497.864,72.6935,3
1225.3501,2138.9404,501.9302,72.6935,3
1225.5,2143.7002,503.7629,72.885,3
1225.65,2159.3374,503.8118,73.4329,3
1225.8,2183.0286,502.6045,74.1348,3
1225.9501,2195.7654,501.7323,75.3231,3
1226.1001,2181.7527,499.9347,76.928,3
1226.25,2160.9963,497.1401,77.5216,3
1226.4,2163.4255,495.636,77.7424,3
1226.55,2166.1865,496.4215,77.885,3
1226.7001,2181.7314,498.543,77.6496,3
1226.8501,2186.0105,499.467,77.1216,3
1227.0,2193.1145,497.5852,74.4506,3
1227.15,2182.334,494.6776,70.9693,3
1227.3,2171.1125,492.3818,70.6844,3
1227.4501,2167.3481,490.488,70.4064,3
1227.6001,2165.0247,488.2117,70.4064,3
1227.75,2139.6855,485.5999,70.4064,3
1227.9,2111.9656,482.1983,70.4064,3
1228.05,2102.863,482.9302,70.3869,3
1228.2001,2105.9368,484.9977,69.8676,3
1228.3501,2078.917,486.3701,66.3048,3
1228.5,2090.3787,490.3573,66.2925,3
1228.65,2134.9919,487.577,66.0959,3
1228.8,2110.3564,480.1495,65.6022,3
1228.9501,2103.1423,472.9962,65.5467,3
1229.1001,2091.8855,471.7192,61.5901,3
1229.25,2074.0,473.0374,60.6306,3
1229.4,2093.1475,473.9389,60.1524,3
1229.55,2105.2896,476.4013,60.1461,3
1229.7001,2121.7209,478.1438,59.2817,3
1229.8501,2116.8955,477.8471,59.2397,3
1230.0,2123.9534,477.9676,59.2397,3
1230.15,2114.5386,474.2713,60.6048,3
1230.3,2117.491,474.0822,61.1648,3
1230.4501,2082.2583,476.1744,61.6379,3
1230.6001,2101.1699,480.9381,62.4764,3
1230.75,2108.9138,488.2985,63.7645,3
1230.9,2090.7515,494.5668,64.4611,3
1231.05,2097.4546,495.1004,65.6994,3
1231.2001,2135.541,494.8651,65.9713,3
1231.3501,2139.6929,496.7065,65.9713,3
1231.5,2140.8621,496.9184,65.2328,3
1231.65,2148.6467,497.0909,63.7687,3
1231.8,2152.8892,494.1701,62.8485,3
1231.9501,2145.3225,488.0655,62.4663,3
1232.1001,2121.6641,486.4098,60.0342,3
1232.25,2105.3477,485.9843,58.9962,3
1232.4,2103.1663,485.7229,58.9962,3
1232.55,2121.6536,486.6439,59.1517,3
1232.7001,2119.2935,485.1207,60.0503,3
1232.8501,2128.4353,484.2706,60.8269,3
1233.0,2136.1992,487.7028,61.4037,3
1233.15,2124.1575,491.1304,62.5133,3
1233.3,2098.6519,493.6051,63.2432,3
1233.4501,2078.7603,496.2029,63.5302,3
1233.6001,2063.1711,497.682,63.6824,3
1233.75,2043.1847,496.7251,64.4336,3
1233.9,2046.9347,492.9698,65.1261,3
1234.05,2070.9993,488.0308,65.1261,3
1234.2001,2101.3474,482.1985,64.6067,3
1234.3501,2118.8494,477.0918,64.0293,3
1234.5,2106.4617,473.9886,64.0293,3
1234.65,2085.938,471.3075,64.0293,3
1234.8,2079.2349,466.1036,64.0293,3
1234.9501,2098.7302,459.1943,63.5804,3
1235.1001,2114.0737,454.974,62.6658,3
1235.25,2108.0374,451.3989,61.8176,3
1235.4,2100.0142,453.6909,60.9744,3
1235.55,2112.4001,460.6057,61.1175,3
1235.7001,2117.7156,468.3658,61.0629,3
1235.8501,2105.0229,469.3335,60.0618,3
1236.0,2078.6853,467.7586,59.3861,3
1236.15,2061.011,462.7545,59.1263,3
1236.3,2053.468,459.8951,59.1263,3
1236.4501,2057.3682,463.8346,59.3843,3
1236.6001,2065.533,469.1425,60.514,3
1236.75,2076.2854,468.4408,61.5522,3
1236.9,2088.689,472.529,61.305,3
1237.05,2080.4624,473.741,59.8467,3
1237.2001,2056.5686,474.3768,57.8615,3
1237.3501,2065.2258,475.8242,57.4184,3
1237.5,2057.0911,474.4611,56.8012,3
1237.65,2050.4385,470.4786,56.603,3
1237.8,2068.0854,471.3834,56.5707,3
1237.9501,2056.4519,474.3121,56.2264,3
1238.1001,2059.157,471.8922,55.2949,3
1238.25,2097.1399,471.6279,55.9732,3
1238.4,2138.7771,463.5631,55.954,3
1238.55,2130.7024,458.4512,55.2554,3
1238.7001,2131.0,453.3858,55.119,3
1238.8501,2138.6499,448.0292,55.119,3
1239.0,2126.7205,445.2097,55.119,3
1239.15,2129.2803,446.598,55.9108,3
1239.3,2129.116,446.0662,57.5525,3
1239.4501,2146.9868,443.2231,57.6949,3
1239.6001,2128.6631,440.4861,57.7237,3
1239.75,2128.1414,441.4432,58.917,3
1239.9,2133.2302,439.1021,59.2836,3
1240.05,2129.8271,438.4634,61.4211,3
1240.2001,2113.9536,436.5957,61.7455,3
1240.3501,2116.2041,437.6411,61.7455,3
1240.5,2122.9761,437.911,61.3256,3
1240.65,2144.5359,437.8091,61.1429,3
1240.8,2124.1072,439.155,60.3113,3
1240.9501,2091.4956,441.4093,58.6174,3
1241.1001,2073.4531,448.5061,57.5923,3
1241.25,2071.1272,456.1418,56.8106,3
1241.4,2070.2039,461.0208,56.589,3
1241.55,2080.8718,463.9611,56.167,3
1241.7001,2061.1895,461.8952,56.4006,3
1241.8501,2052.8623,457.4375,56.1266,3
1242.0,2049.9495,455.6769,55.9039,3
1242.15,2048.2761,456.4471,56.8895,3
1242.3,2041.2697,458.1071,57.5027,3
1242.4501,2040.8455,462.74,57.5383,3
1242.6001,2049.1023,466.2385,57.5383,3
1242.75,2069.4192,469.8426,59.217,3
1242.9,2080.3684,472.6969,60.4623,3
1243.05,2069.8313,473.5611,59.9608,3
1243.2001,2065.0107,472.8708,59.5451,3
1243.3501,2076.3364,469.4831,59.5451,3
1243.5,2079.1196,469.0453,58.2825,3
1243.65,2075.3801,473.2679,56.9865,3
1243.8,2063.9358,477.8261,56.9865,3
1243.9501,2049.6487,481.2157,58.6865,3
1244.1001,2052.3914,483.5414,61.3301,3
1244.25,2060.5984,485.7448,62.0325,3
1244.4,2080.6694,488.1945,62.0767,3
1244.55,2094.1655,492.441,62.1428,3
1244.7001,2076.9441,496.515,62.1767,3
1244.8501,2060.7085,498.6215,62.631,3
1245.0,2076.3164,501.3484,63.9001,3
1245.15,2100.0815,505.005,65.8662,3
1245.3,2108.467,507.9363,67.7876,3
1245.4501,2115.3701,509.8173,67.9229,3
1245.6001,2126.8015,508.3607,67.8694,3
1245.75,2130.0393,506.8734,66.8461,3
1245.9,2148.4597,505.6918,63.9995,3
1246.05,2143.2485,503.9379,63.1495,3
1246.2001,2149.1807,501.4114,62.9207,3
1246.3501,2151.9399,495.5314,62.978,3
1246.5,2131.479,488.9367,63.8506,3
1246.65,2106.7603,487.0224,67.2889,3
1246.8,2110.3245,483.0734,69.478,3
1246.9501,2128.5371,483.5294,69.478,3
1247.1001,2143.4658,482.3753,69.6614,3
1247.25,2125.8567,483.3234,71.1007,3
1247.4,2093.8625,484.6038,71.1369,3
1247.55,2097.3794,487.635,70.1781,3
1247.7001,2088.3318,489.3719,70.1781,3
1247.8501,2079.9944,492.9292,70.1781,3
1248.0,2054.5093,496.5016,70.1781,3
1248.15,2062.8,505.6732,70.1781,3
1248.3,2074.6001,505.5551,71.2726,3
1248.4501,2079.1401,503.0423,75.4495,3
1248.6001,2078.3293,500.3249,75.5046,3
1248.75,2081.3516,501.201,75.5046,3
1248.9,2072.7271,501.6614,74.7376,3
1249.05,2068.4189,503.0577,74.3294,3
1249.2001,2096.0432,501.1432,74.2988,3
1249.3501,2094.377,497.2684,74.6394,3
1249.5,2097.7319,490.3843,74.7482,3
1249.65,2109.2251,490.4221,76.2179,3
1249.8,2128.0786,488.1416,76.4685,3
1249.9501,2128.572,484.6124,76.4685,3
1250.1001,2132.5203,479.1239,76.286,3
1250.25,2132.8062,475.1433,76.2424,3
1250.4,2122.2419,472.5881,76.2424,3
1250.55,2108.4084,473.2766,77.0466,3
1250.7001,2077.9604,473.6329,78.6177,3
1250.8501,2079.4932,474.5811,81.9033,3
1251.0,2077.2153,471.4786,82.9673,3
1251.15,2077.8889,470.2446,82.9673,3
1251.3,2083.5852,471.6306,80.9189,3
1251.4501,2083.665,473.1775,79.956,3
1251.6001,2074.4849,475.3115,79.956,3
1251.75,2081.6572,480.2973,80.3517,3
1251.9,2107.4187,485.0453,81.5933,3
1252.05,2118.6794,486.3416,83.0354,3
1252.2001,2107.8162,485.6744,83.6053,3
1252.3501,2092.7871,485.1342,84.2037,3
1252.5,2089.0596,485.1006,84.6415,3
1252.65,2092.4014,485.6506,84.6415,3
1252.8,2088.9126,486.7688,83.5404,3
1252.9501,2092.5613,487.7112,81.7565,3
1253.1001,2099.6226,488.5586,78.7254,3
1253.25,2092.0649,489.7457,75.2108,3
1253.4,2093.175,492.1918,73.9264,3
1253.55,2109.2104,495.6638,73.2608,3
1253.7001,2127.7493,496.815,69.5293,3
1253.8501,2141.3547,494.8489,64.1471,3
1254.0,2135.3879,493.0173,60.702,3
1254.15,2134.7646,493.4046,58.5485,3
1254.3,2141.937,494.8524,58.5485,3
1254.4501,2134.7644,496.087,59.4568,3
1254.6001,2128.8926,495.3063,61.4193,3
1254.75,2138.792,494.9361,62.1735,3
1254.9,2158.553,496.0243,62.6692,3
1255.05,2152.7979,496.3724,62.4671,3
1255.2001,2134.1763,495.6862,61.6741,3
1255.3501,2114.9915,493.7727,60.1856,3
1255.5,2100.7275,493.2186,57.6675,3
1255.65,2117.7334,496.4956,56.5529,3
1255.8,2123.5393,500.3093,55.3929,3
1255.9501,2117.4355,497.4805,53.7255,3
1256.1001,2109.4771,493.1528,52.0035,3
1256.25,2114.4827,493.8487,51.6294,3
1256.4,2094.4165,497.3181,50.8419,3
1256.55,2122.1624,496.9471,50.7116,3
1256.7001,2141.6626,493.9526,49.7201,3
1256.8501,2124.7183,489.3448,49.3214,3
1257.0,2132.3618,489.7878,48.638,3
1257.15,2120.4946,492.1425,49.4119,3
1257.3,2119.6636,489.342,49.7605,3
1257.4501,2101.5374,491.7899,49.9492,3
1257.6001,2074.0552,490.9601,56.0473,3
1257.75,2095.0999,491.9593,61.2046,3
1257.9,2115.7646,494.8146,61.9088,3
1258.05,2124.269,498.1244,61.9134,3
1258.2001,2129.1086,496.2527,61.5029,3
1258.3501,2078.6296,497.6292,62.7922,3
1258.5,2086.0029,498.3758,63.9657,3
1258.65,2104.7095,498.8133,64.6794,3
1258.8,2083.082,496.3943,64.7386,3
1258.9501,2089.28,494.1266,65.6673,3
1259.1001,2089.0254,494.9533,66.6746,3
1259.25,2078.9758,498.6834,67.3765,3
1259.4,2089.698,500.4105,67.479,3
1259.55,2089.3521,502.9287,67.479,3
1259.7001,2115.6821,500.2735,67.4192,3
1259.8501,2094.7827,497.8833,67.1324,3
1260.0,2088.7576,497.0926,65.3715,3
1260.15,2100.6526,494.8775,63.9898,3
1260.3,2111.3723,491.3058,62.1122,3
1260.4501,2094.8174,488.6999,61.5347,3
1260.6001,2090.6526,488.1034,61.5347,3
1260.75,2097.1548,490.9296,61.5347,3
1260.9,2079.76,493.6046,61.5347,3
1261.05,2071.1145,495.0576,60.8836,3
1261.2001,2075.7622,493.7967,59.9787,3
1261.3501,2079.1038,494.113,57.9894,3
1261.5,2077.8799,494.795,56.9944,3
1261.65,2079.2505,496.4911,56.9944,3
1261.8,2075.6077,497.4698,57.1351,3
1261.9501,2064.5361,494.6087,58.9695,3
1262.1001,2060.2046,494.0833,61.1045,3
1262.25,2053.5076,495.2731,63.4936,3
1262.4,2057.6387,494.3388,67.0561,3
1262.55,2058.8147,494.2863,68.947,3
1262.7001,2065.2861,493.5678,68.947,3
1262.8501,2088.3914,493.0604,68.8974,3
1263.0,2080.2468,494.6808,67.9756,3
1263.15,2067.1174,495.1199,66.9056,3
1263.3,2075.9907,497.3815,66.8672,3
1263.4501,2077.2583,500.0933,66.8499,3
1263.6001,2061.3315,498.2005,66.9056,3
1263.75,2041.2345,495.1211,66.4864,3
1263.9,2048.6091,490.2327,65.7643,3
1264.05,2055.9968,484.7932,66.1089,3
1264.2001,2046.4124,480.7943,66.5912,3
1264.3501,2042.969,477.339,66.1545,3
1264.5,2043.0947,477.9831,66.1545,3
1264.65,2035.6006,478.4173,65.5495,3
1264.8,2022.7205,479.5934,63.9415,3
1264.9501,2015.9091,480.4197,63.9415,3
1265.1001,2031.7317,484.277,64.0567,3
1265.25,2050.1436,488.1792,65.2453,3
1265.4,2070.7312,490.2862,68.4249,3
1265.55,2086.4067,489.8867,69.0037,3
1265.7001,2081.1765,487.1626,69.7776,3
1265.8501,2065.3123,482.1333,72.9101,3
1266.0,2033.1339,482.4143,75.6849,3
1266.15,2045.1727,480.9487,76.7049,3
1266.3,2066.9702,477.367,77.2812,3
1266.4501,2058.5872,476.8848,78.7718,3
1266.6001,2043.6406,471.1343,78.7718,3
1266.75,2043.6801,471.7361,78.7488,3
1266.9,2032.4929,476.2522,78.1754,3
1267.05,2017.9121,484.5833,75.1999,3
1267.2001,2025.902,489.2188,73.5224,3
1267.3501,2028.3999,495.3055,73.1287,3
1267.5,2041.8228,493.8804,73.1287,3
1267.65,2039.0033,492.4513,68.9721,3
1267.8,2063.7896,489.2176,66.317,3
1267.9501,2063.0403,484.2141,63.4611,3
1268.1001,2094.8333,481.1996,62.1387,3
1268.25,2090.7964,477.9092,60.7815,3
1268.4,2076.7078,478.0015,57.3022,3
1268.55,2092.6523,480.3118,52.9139,3
1268.7001,2103.7354,479.4507,51.5762,3
1268.8501,2122.6829,473.1726,51.4448,3
1269.0,2124.2625,467.5884,51.4448,3
1269.15,2118.0942,463.2751,53.2018,3
1269.3,2121.7773,463.8532,55.3098,3
1269.4501,2120.6238,466.0013,55.7828,3
1269.6001,2111.1511,471.1754,56.9623,3
1269.75,2105.6343,476.3291,58.0419,3
1269.9,2085.5903,481.9122,58.2822,3
1270.05,2085.8928,483.0999,59.1128,4
1270.2001,2099.4497,480.958,59.4462,4
1270.3501,2103.9639,476.52,59.4462,4
1270.5,2097.1638,475.8457,58.0156,4
1270.65,2088.1077,479.9129,56.443,4
1270.8,2094.0007,483.6252,55.4876,4
1270.9501,2120.2432,483.213,53.6456,4
1271.1001,2143.7683,473.4153,52.4472,4
1271.25,2156.4126,460.437,52.2085,4
1271.4,2148.9307,451.2666,51.524,4
1271.55,2125.6038,447.062,51.4808,4
1271.7001,2118.0632,445.4512,51.8263,4
1271.8501,2127.1677,445.9559,51.8263,4
1272.0,2141.1797,450.7054,52.5067,4
1272.15,2149.5593,456.467,54.0313,4
1272.3,2148.4421,461.276,55.019,4
1272.4501,2140.3809,465.2283,55.4465,4
1272.6001,2128.1345,464.8278,56.0263,4
1272.75,2121.2532,459.4386,56.2392,4
1272.9,2118.6287,450.7775,56.5946,4
1273.05,2118.7305,444.1498,58.7094,4
1273.2001,2113.2932,445.9113,61.693,4
1273.3501,2114.4067,452.3702,62.8597,4
1273.5,2127.0718,462.4944,63.3709,4
1273.65,2116.7104,470.0924,63.3831,4
1273.8,2099.5371,472.2974,63.8764,4
1273.9501,2085.1802,469.9866,65.2384,4
1274.1001,2074.7788,465.6023,66.6556,4
1274.25,2069.3196,467.2365,69.263,4
1274.4,2082.9802,471.3553,71.9623,4
1274.55,2095.1287,476.4602,74.8667,4
1274.7001,2099.9758,481.0248,77.4399,4
1274.8501,2081.8477,486.708,80.4954,4
1275.0,2059.2415,494.2946,83.1061,4
1275.15,2080.3203,499.9001,85.8664,4
